"Status","Year","Function_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data & Technology","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","United Kingdom Statistics Authority","80","80","37000","36030"
"New entrant CS","2021","Digital, Data & Technology","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department of Health and Social Care","110","110","36120","32790"
"New entrant CS","2021","Finance","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Ministry of Defence","100","100","29750","26350"
"New entrant CS","2021","Finance","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department of Health and Social Care","70","70","35980","32790"
"New entrant CS","2021","Finance","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2021","Finance","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Ministry of Defence","80","80","33090","27050"
"New entrant CS","2021","Finance","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Cabinet Office","70","70","31470","27750"
"New entrant CS","2021","Human Resources","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department of Health and Social Care","70","70","31780","27270"
"New entrant CS","2021","Human Resources","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Ministry of Defence","140","130","27360","20920"
"New entrant CS","2021","Human Resources","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","The National Archives","[c]","[c]","[c]","[c]"
